Nombre Municipio o Total Provincial y/o CC.AA.;Código INE;Población  2012;Población  2011;Población  2010;Población  2009;Población  2008;Población  2007;Población  2006;Población  2005;Población varones;Población mujeres;Población españoles;Población extranjeros;Variación población 07-12 (Absoluta);Variación población españoles 07-12 (absoluta);Variación población extranjera 07-12 (absoluta);Variación población 07-12 (%);Ritmo de crecimiento medio anual de la población 07-12;Extensión (km2);Paro registrado en % s/población potencialmente activa 2012;% Paro de varones;% Paro de mujeres;% Paro de 16 a 24 años;% Paro de 25 a 49 años;% Paro de 50 a 64 años;Cuota de mercado  2012 ;Teléfonos  fijos 2012;Variación teléfonos fijos 07-12 (%);Líneas de banda ancha  2012;Vehículos de motor  2012;Automóviles  2012;Camiones y furgonetas  2012;Otros vehículos de motor 2012;Motocicletas;Autobuses;Tractores  industriales;Resto vehículos de motor;Variación total vehículos de motor 07-12 (%);Variación automóviles 07-12 (%);Variación camiones y furgonetas 07-12 (%);Variación otros vehículos de motor 07-12 (%);Oficinas de entidades de depósito  2013;Variación oficinas entidades de depósito 08-13 (Absoluta);Actividades industriales (industria y construcción);Actividades industriales: industria;Energía y agua;"Extracción y transf. min.energ y deriv.; ind.quím";"Industrias transf. de metales; mec. precisión";Industrias manufactureras;Actividades industriales: construcción;Variación actividades industriales 07-12 (%);Actividades comerciales mayoristas;"Materias primas agrarias; alim., bebidas y tabaco";Textiles, confección, calzado y artículos de cuero;"Productos farmac; perfum. y mant. hogar";Comercio al por mayor de art. consumo duradero;Comercio al por mayor interindustrial;Otro comercio al por mayor interindustrial;Otro comercio al por mayor no especificado;Variación actividades comerciales mayoristas 07-12 (%);Actividades comerciales minoristas  2012;Act. com. alimentación;Act. com. tradicional;Act. com. supermercados;Act. com. total no alimentación;Act. com vestido y calzado;Act. com. hogar;Act. com. resto no alimentación;Act. com. c. mixto y otros;Act. com. grandes almacenes;Act. com. hipermercados;Act. com. almacenes populares;Act. com. ambulante y mercadillos;Act. com otro comercio;Variación actividades comerciales minoristas 07-12 (%);Superficie-m2 actividades comerciales minoristas;Superficie-m2 alimentación;Superficie-m2 com. tradicional alim.;Superficie-m2 supermercados;Superficie-m2 total no alimentación;Superficie-m2 vestido y calzado;Superficie-m2 hogar;Superficie-m2 resto no alimentación;Superficie-m2 c. mixto y otros;Superficie-m2 grandes almacenes;Superficie-m2 hipermercados;Superficie-m2 almacenes populares;Superficie-m2 otro comercio;Centros comerciales;Superficie-m2 Centros comerciales  2012;Actividades de restauración y bares;Variación actividades de restauración y bares 07-12 (%);Índice industrial;Índice comercial;Índice comercial mayorista;Índice comercial minorista;Índice de restauración y bares;Índice turístico;Índice turístico 2006;Índice actividad económica;Índice actividad económica 2006
Chiva;46111;15.185;15.072;14.539;14.167;13.494;12.890;12.398;11.815;7.860;7.325;13.394;1.791;2.295;1.660;635;17,8;3,3;179;15,5;14,9;16,6;12,1;16,5;15,3;32;7.956;44,9;5.425;10.719;6.610;1.754;2.311;973;6;83;1.293;10,9;14,6;0,0;9,9;8;-3;326;118;8;19;38;53;208;-6,4;55;13;1;5;8;8;16;4;-3,4;176;38;34;4;120;18;23;79;18;0;0;0;4;14;-20,7;26.575;6.533;510;6.023;19.209;895;1.756;16.558;833;0;0;0;833;0;n.d.;54;-22,7;41;21;27;17;16;9;12;25;27
Chucena;21030;2.176;2.148;2.130;2.124;2.097;2.043;2.054;2.044;1.108;1.068;2.147;29;133;115;18;6,5;1,3;26;8,7;9,3;8,5;7,3;10,4;6,1;4;464;0,9;249;1.436;836;243;362;79;0;0;278;11,5;17,7;-6,5;12,3;1;0;18;8;1;0;3;4;10;-13,0;7;6;0;0;0;0;1;0;-11,1;32;15;11;4;10;1;1;8;7;0;0;0;0;7;-42,5;3.443;899;396;503;2.224;41;454;1.729;320;0;0;0;320;0;n.d.;7;-63,2;1;3;2;3;1;0;1;1;1
Churriana de la Vega;18062;13.118;12.902;12.448;12.001;11.162;10.228;9.406;8.679;6.554;6.564;12.316;802;2.890;2.597;293;28,3;5,1;7;18,7;18,9;19,0;11,2;20,6;17,7;25;4.253;24,5;2.679;9.493;5.691;1.302;2.460;1.304;11;17;1.168;21,8;26,7;8,0;19,4;7;0;167;75;1;7;25;42;92;-11,7;47;22;2;3;7;2;9;2;-20,9;126;24;18;6;93;13;29;51;9;0;0;0;2;7;-29,5;17.626;7.857;311;7.546;9.455;620;4.050;4.785;314;0;0;0;314;0;n.d.;42;-15,1;7;16;23;10;9;0;1;8;9
Daimús;46113;3.130;3.200;3.171;3.068;3.007;2.862;2.652;2.353;1.588;1.542;2.770;360;268;153;115;9,4;1,8;3;11,0;9,9;11,8;8,1;11,7;11,0;6;1.164;-10,5;533;2.390;1.433;346;594;288;0;6;317;19,6;20,3;9,1;24,7;1;0;65;23;1;3;6;13;42;-14,0;19;9;1;1;3;1;4;0;0,0;32;11;9;2;7;0;2;5;14;0;0;0;1;13;-20,8;5.322;2.536;159;2.377;1.271;0;744;527;1.515;0;0;0;1.515;0;n.d.;10;-65,5;3;6;9;3;2;0;0;3;4
Dalías;04038;4.019;3.991;3.983;3.958;3.934;3.848;3.807;3.773;1.981;2.038;3.827;192;171;134;37;4,4;0,9;141;14,5;13,7;15,3;10,5;16,5;12,7;9;907;-10,2;513;3.026;1.743;820;445;204;2;31;226;10,2;12,7;3,7;13,5;5;0;22;11;1;2;2;6;11;-8,3;18;14;1;0;1;0;2;0;6,3;33;10;10;0;20;3;5;12;3;0;0;0;0;3;-49,5;3.269;1.117;1.117;0;1.995;96;148;1.751;157;0;0;0;157;0;n.d.;11;-47,6;1;4;6;1;2;0;1;2;2
Darro;18063;1.460;1.467;1.462;1.468;1.478;1.470;1.438;1.488;716;744;1.445;15;-10;-16;6;-0,7;-0,1;51;13,5;19,0;7,6;11,2;14,9;12,6;3;306;-2,2;138;1.507;974;304;218;53;0;8;168;13,6;8,6;20,2;29,4;1;0;64;56;48;1;2;5;8;138,1;2;2;0;0;0;0;0;0;-33,3;17;6;4;2;7;0;2;5;4;0;0;0;1;3;-54,4;1.634;733;489;244;755;0;306;449;146;0;0;0;146;0;n.d.;11;-15,4;4;1;1;1;3;1;1;3;2
Daya Nueva;03061;1.996;1.988;1.938;1.942;1.903;1.761;1.676;1.562;1.008;988;1.290;706;235;45;190;13,3;2,5;7;16,5;18,7;13,7;14,8;20,3;11,6;4;319;-38,5;121;1.585;1.039;295;256;99;1;10;141;14,6;12,2;18,0;21,3;1;-1;31;16;1;2;4;9;15;-26,5;10;7;0;1;0;0;2;0;-10,0;15;6;6;0;9;1;5;3;0;0;0;0;0;0;-28,6;2.091;245;245;0;1.846;10;1.717;119;0;0;0;0;0;0;n.d.;4;-50,0;1;2;4;1;1;0;0;1;2
Deifontes;18066;2.580;2.567;2.528;2.530;2.522;2.483;2.478;2.439;1.311;1.269;2.513;67;97;111;-14;3,9;0,8;40;13,2;15,9;10,3;9,7;15,0;11,9;5;588;-22,2;362;2.210;1.189;483;546;140;0;8;390;10,3;7,0;11,5;17,0;2;0;18;10;0;0;2;8;8;-29,6;3;3;0;0;0;0;0;0;0,0;26;4;2;2;14;2;4;8;8;0;0;0;2;6;-31,5;2.216;581;431;150;1.412;18;689;705;223;0;0;0;223;0;n.d.;7;-46,2;2;1;1;1;2;0;1;1;1
Deltebre;43901;12.316;12.302;12.098;11.751;11.445;11.063;10.811;10.943;6.247;6.069;10.554;1.762;1.253;346;907;11,3;2,2;103;14,3;16,7;11,6;7,8;14,8;16,7;29;4.620;23,2;2.744;10.873;5.691;2.641;2.563;669;0;32;1.840;4,9;6,8;3,9;1,9;12;0;256;51;2;4;13;32;205;-23,1;26;22;0;0;1;0;3;0;-23,7;228;68;61;7;143;28;38;77;17;0;0;1;4;12;-29,7;21.889;7.478;1.257;6.221;12.302;932;5.822;5.548;2.109;0;0;1.227;882;0;n.d.;74;-24,0;16;16;9;21;19;5;6;13;15
Dénia;03063;44.455;44.726;44.498;44.464;44.035;42.704;41.591;40.601;21.897;22.558;31.458;12.997;1.751;1.447;304;4,1;0,8;66;15,7;16,1;15,1;8,3;17,2;16,5;99;20.119;0,3;9.663;35.390;22.086;4.554;8.750;3.911;24;77;4.738;3,9;3,7;-3,6;8,9;32;-13;1.211;190;8;8;76;98;1.021;11,1;114;51;5;8;14;2;28;6;-7,9;1.057;279;260;19;720;161;186;373;58;0;1;4;24;29;-26,0;160.233;47.932;6.989;40.943;100.526;8.907;49.369;42.250;11.775;0;5.000;3.604;3.171;0;n.d.;473;-10,9;64;95;58;124;140;134;210;86;115
Dílar;18068;1.821;1.757;1.727;1.728;1.680;1.638;1.600;1.620;905;916;1.719;102;183;124;59;11,2;2,1;79;13,7;13,3;15,1;8,4;16,3;11,5;3;601;9,2;337;1.440;898;179;355;184;0;0;179;17,9;18,2;8,5;22,6;1;0;18;8;1;0;3;4;10;11,8;0;0;0;0;0;0;0;0;0,0;15;5;5;0;5;0;1;4;5;0;0;0;0;5;-13,5;671;207;207;0;270;0;200;70;194;0;0;0;194;0;n.d.;4;-60,0;1;0;0;0;1;0;0;1;1
Dolores;03064;7.362;7.398;7.392;7.427;7.313;6.954;6.786;7.095;3.666;3.696;6.147;1.215;408;146;262;5,9;1,1;19;19,9;21,1;18,5;11,2;22,9;19,7;15;1.286;-35,0;586;5.370;3.510;1.083;799;311;5;54;407;2,4;3,9;-2,6;3,3;7;0;113;61;2;1;4;54;52;-18,7;22;16;1;0;1;1;2;1;-18,5;95;28;26;2;62;8;15;39;5;0;0;0;1;4;-28,8;7.690;1.450;465;985;5.924;588;2.452;2.884;316;0;0;0;316;0;n.d.;22;-55,8;8;8;8;8;6;0;0;7;9
Dosrius;08075;5.176;5.123;5.010;4.937;4.869;4.658;4.469;4.093;2.637;2.539;4.944;232;518;482;36;11,1;2,1;41;12,3;11,2;13,5;5,7;12,3;15,3;10;1.882;-8,8;1.324;4.394;2.716;802;861;570;0;8;298;14,7;16,3;7,5;16,8;2;-1;111;80;2;7;17;54;31;-6,8;16;7;3;1;2;1;1;1;-11,1;22;7;5;2;14;0;2;12;1;0;0;0;1;0;-42,1;758;247;189;58;510;0;273;237;1;0;0;0;1;0;n.d.;13;-50,0;15;3;5;1;3;1;1;7;9
Dúrcal;18071;7.286;7.333;7.302;7.264;7.152;7.023;6.856;6.551;3.614;3.672;6.906;380;263;140;123;3,7;0,7;77;20,2;22,1;18,1;13,5;23,4;17,6;15;1.367;-36,7;685;5.867;3.212;1.152;1.497;554;14;28;907;13,4;16,5;6,4;12,9;5;0;94;41;1;13;8;19;53;-22,9;16;9;0;1;2;0;4;0;-11,1;108;19;9;10;80;14;20;46;9;0;0;0;3;6;-40,4;11.027;1.817;305;1.512;8.650;603;2.776;5.271;560;0;0;0;560;0;n.d.;33;-26,5;5;7;6;8;8;6;6;6;7
Eivissa;07026;49.768;49.388;49.516;48.684;46.835;44.114;42.884;42.797;25.523;24.245;36.054;13.714;5.654;1.401;4.253;12,8;2,4;11;9,2;10,1;8,3;8,7;9,0;9,9;119;25.402;18,2;14.667;45.843;26.919;7.096;11.390;6.506;162;65;5.095;13,2;11,3;11,4;19,1;46;-13;716;134;4;7;44;79;582;18,8;92;24;4;12;23;2;19;8;-28,4;1.340;287;262;25;999;399;244;356;54;0;1;1;11;41;-22,9;116.088;14.856;6.198;8.658;92.370;26.694;36.027;29.649;8.862;0;5.500;573;2.789;0;n.d.;454;-12,3;64;96;55;127;135;270;411;107;117
Ejido (El);04902;83.104;83.774;85.389;84.227;80.987;78.105;75.969;68.828;44.147;38.957;55.754;27.350;4.999;2.438;2.561;6,4;1,2;226;15,1;13,1;16,9;9,2;16,3;16,6;176;23.648;29,9;14.917;57.479;36.281;13.611;7.494;2.582;62;1.087;3.856;9,6;10,2;7,7;10,7;51;-25;625;203;19;38;65;81;422;-6,8;417;342;1;11;11;11;31;10;-4,2;1.444;465;422;43;882;180;231;471;97;1;3;1;12;80;-13,9;293.327;20.926;6.115;14.811;160.479;11.489;46.498;102.492;111.922;69.822;34.680;2.588;4.832;1;31.837;475;-8,3;72;296;310;286;215;118;194;127;167
Elche/Elx;03065;230.587;230.354;230.822;230.112;228.348;222.422;219.032;215.137;114.873;115.714;202.588;27.999;8.165;3.898;4.267;3,7;0,7;326;22,5;20,0;25,0;11,7;22,7;28,9;465;87.349;13,3;51.421;154.481;107.383;22.145;25.013;13.347;154;485;10.967;2,4;3,1;-5,6;7,4;137;-29;3.668;2.143;64;84;318;1.677;1.525;-0,3;1.466;283;632;52;116;41;247;95;-8,5;3.653;1.184;1.094;90;2.194;600;477;1.117;275;1;4;8;89;173;-20,2;501.936;103.317;25.647;77.670;300.216;52.801;92.541;154.874;98.403;25.000;55.000;250;18.153;2;69.168;1.267;-6,3;465;842;983;733;664;161;138;701;531
Elda;03066;54.536;54.610;54.815;55.168;55.174;55.289;55.138;55.571;26.770;27.766;51.287;3.249;-753;-531;-222;-1,4;-0,3;46;23,3;19,9;26,5;13,3;23,4;28,9;109;19.222;3,7;10.885;38.331;26.056;4.845;7.505;3.156;18;68;4.188;0,4;0,6;-2,9;1,8;34;-6;966;648;9;27;81;531;318;-5,8;316;24;155;7;12;9;98;11;-21,4;818;303;287;16;472;113;120;239;43;0;1;1;12;29;-17,2;61.918;16.874;6.082;10.792;39.440;4.501;17.144;17.795;5.604;0;2.500;1.675;1.429;0;n.d.;190;-40,1;89;124;156;99;77;20;22;89;110
Eliana (l');46116;17.292;17.061;16.738;16.552;16.549;16.349;16.121;15.666;8.547;8.745;15.738;1.554;943;603;340;5,8;1,1;9;11,1;10,9;11,5;3,5;13,9;10,5;36;9.120;5,4;5.867;12.190;8.737;1.233;2.246;1.308;16;44;852;9,4;10,1;1,7;11,5;11;-1;189;53;3;4;12;34;136;-18,5;42;6;3;5;12;1;9;6;-37,8;234;50;40;10;170;29;56;85;14;0;1;0;2;11;-29,6;63.546;14.363;835;13.528;25.942;2.022;9.905;14.015;23.241;0;22.000;0;1.241;1;69.000;89;-23,0;8;36;27;43;23;1;2;20;24
Encinasola;21031;1.481;1.540;1.582;1.596;1.584;1.614;1.634;1.686;762;719;1.426;55;-133;-155;22;-8,2;-1,7;178;13,4;12,9;12,9;8,5;17,6;8,8;3;449;-15,8;148;979;574;203;204;45;3;1;153;17,2;19,8;11,5;16,1;2;-1;12;5;0;1;1;3;7;-25,0;4;2;0;0;0;1;1;0;0,0;22;12;11;1;7;1;2;4;3;0;0;0;0;3;-50,6;3.424;776;406;370;2.613;23;2.137;453;35;0;0;0;35;0;n.d.;15;-11,1;0;1;1;1;3;1;1;1;1
Enguera;46118;5.903;5.968;5.900;5.902;5.895;5.762;5.635;5.646;3.046;2.857;4.486;1.417;141;-69;210;2,4;0,5;242;13,2;12,2;14,4;10,4;13,2;14,6;12;1.456;-12,7;744;4.282;2.287;806;1.209;348;18;12;811;4,4;5,1;2,5;4,3;5;0;106;54;6;4;6;38;52;-11,8;11;9;0;0;0;0;2;0;10,0;59;24;19;5;28;6;5;17;7;0;0;0;1;6;-44,9;8.068;1.391;550;841;5.735;460;3.543;1.732;942;0;0;0;942;0;n.d.;20;-30,0;32;5;4;6;4;6;8;6;5
Escacena del Campo;21032;2.009;2.077;1.996;2.075;2.145;2.154;2.174;2.182;1.006;1.003;1.968;41;-145;-165;20;-6,7;-1,4;135;10,8;12,7;8,2;11,5;12,2;7,3;4;434;14,2;248;1.567;1.012;243;300;92;0;9;211;14,5;10,6;8,5;35,7;2;-1;23;12;0;2;5;5;11;-6,7;5;5;0;0;0;0;0;0;-28,6;32;11;9;2;19;1;10;8;2;0;0;0;0;2;-38,0;4.629;506;126;380;3.823;30;3.496;297;300;0;0;0;300;0;n.d.;6;-45,5;1;2;2;2;1;0;0;1;2
Escala (L');17062;10.508;10.554;10.387;10.140;9.829;9.330;8.795;8.311;5.370;5.138;7.002;3.506;1.178;163;1.015;12,6;2,4;16;8,2;8,8;7,4;3,8;9,0;8,7;25;6.369;8,1;3.160;8.590;4.904;1.292;2.382;1.172;1;5;1.216;9,7;8,0;8,9;13,8;11;-3;150;41;1;0;13;27;109;-20,4;25;8;1;0;7;2;5;2;-11,1;249;94;83;11;140;27;27;86;15;0;0;2;3;10;-23,4;23.077;10.112;1.953;8.159;11.176;1.381;5.082;4.713;1.789;0;0;194;1.595;0;n.d.;151;-16,9;5;17;11;23;25;30;42;12;15
Esparreguera;08076;21.856;21.986;22.042;21.855;21.451;21.260;21.145;20.740;11.160;10.696;19.923;1.933;596;314;282;2,8;0,6;27;14,2;12,6;15,6;10,0;14,2;16,8;44;8.286;1,9;4.670;16.181;11.052;2.268;2.860;1.449;4;114;1.294;11,4;8,1;6,8;31,1;13;-4;323;229;7;28;82;112;94;-1,8;81;22;9;7;13;6;17;7;-3,5;254;80;71;9;157;32;41;84;17;0;0;1;2;14;-31,1;31.625;9.163;1.808;7.355;21.129;1.366;5.151;14.612;1.333;0;0;100;1.233;0;n.d.;80;-19,0;50;36;53;24;28;0;1;40;41
Espera;11017;3.951;3.960;3.969;4.003;4.005;3.998;3.949;3.909;1.968;1.983;3.905;46;-47;-63;16;-1,2;-0,2;123;18,8;24,8;12,2;15,3;21,8;13,5;7;475;-12,6;183;2.526;1.596;417;517;116;0;27;370;5,4;11,5;-7,9;0,2;4;0;28;10;0;0;5;5;18;-26,2;13;6;0;0;0;3;4;0;8,3;36;15;11;4;14;4;5;5;7;0;0;0;1;6;-37,5;5.016;1.133;394;739;1.305;230;750;325;2.578;0;0;0;2.578;0;n.d.;12;-57,1;1;4;5;3;2;0;0;2;3
Espluga de Francolí (L');43054;3.913;3.923;3.949;3.982;3.934;3.891;3.857;3.814;1.911;2.002;3.365;548;22;-104;126;0,6;0,1;57;9,9;10,9;8,7;5,7;9,9;12,1;8;1.410;-3,7;770;3.168;1.918;605;666;258;1;18;368;8,8;8,1;11,6;8,4;3;-1;73;39;1;3;9;26;34;9,7;11;8;0;0;0;0;3;0;-15,4;47;20;16;4;21;5;6;10;6;0;0;0;1;5;-42,7;4.754;1.227;657;570;3.350;298;527;2.525;177;0;0;0;177;0;n.d.;13;-51,9;7;4;4;4;4;3;5;5;4
Esplugues de Llobregat;08077;46.726;46.687;46.649;46.862;46.586;46.286;46.808;46.550;22.645;24.081;40.218;6.508;440;-637;1.077;1,0;0,2;5;11,0;11,4;10,4;4,9;12,2;11,8;94;22.247;7,7;11.994;29.929;19.776;3.360;6.806;4.760;23;69;1.941;0,7;-1,7;-1,5;9,4;33;-10;660;376;2;24;144;206;284;-8,9;164;24;18;21;35;7;32;27;-17,4;560;193;174;19;334;66;78;190;33;0;0;0;14;19;-17,0;58.738;28.751;8.436;20.315;28.438;2.504;11.743;14.191;1.549;0;0;0;1.549;0;n.d.;190;-18,7;73;76;105;53;78;44;25;84;92
Esporles;07020;4.915;4.956;4.900;4.808;4.696;4.640;4.546;4.457;2.425;2.490;4.358;557;275;204;71;5,9;1,2;35;8,5;7,9;8,9;3,3;9,7;9,0;10;1.904;-7,7;1.181;4.373;2.971;574;810;538;0;3;287;9,9;8,2;10,6;16,0;3;-1;114;12;1;3;3;5;102;-22,2;3;0;0;0;1;0;2;0;0,0;39;15;14;1;23;5;8;10;1;0;0;0;0;1;-26,4;2.944;634;254;380;2.230;217;1.738;275;80;0;0;0;80;0;n.d.;16;-15,8;3;2;2;3;4;2;3;3;4
Estepona;29051;67.101;65.667;66.150;65.592;62.848;60.328;58.603;54.709;33.465;33.636;48.785;18.316;6.773;3.730;3.043;11,2;2,2;138;16,0;17,0;15,5;9,4;17,1;17,1;136;26.770;1,3;14.936;44.125;29.641;7.062;7.378;3.094;47;58;4.223;9,6;9,9;6,4;11,4;42;-15;842;174;18;25;44;87;668;1,7;132;60;8;10;23;4;21;6;-25,6;1.052;271;212;59;722;123;227;372;59;0;1;3;13;42;-24,1;151.830;41.212;9.245;31.967;96.894;7.427;34.524;54.943;13.724;0;8.000;952;4.772;2;13.400;612;2,6;50;108;91;121;152;627;578;91;94
Estivella;46120;1.384;1.382;1.364;1.352;1.302;1.252;1.235;1.199;672;712;1.349;35;132;119;13;10,5;2,0;21;12,1;14,0;10,4;11,7;13,2;9,9;3;482;-10,7;265;917;598;177;141;78;1;1;62;12,8;14,3;-2,2;30,3;2;0;18;8;0;3;0;5;10;-14,3;1;1;0;0;0;0;0;0;0,0;18;5;4;1;12;3;1;8;1;0;0;0;0;1;-18,4;859;213;157;56;469;28;10;431;177;0;0;0;177;0;n.d.;2;-60,0;4;1;0;1;1;5;5;2;2
Falset;43055;2.894;2.952;2.935;2.864;2.807;2.742;2.717;2.658;1.461;1.433;2.397;497;152;16;136;5,5;1,1;32;12,6;11,3;13,6;5,0;12,0;18,0;7;1.146;-4,5;591;2.352;1.451;457;449;210;11;3;220;8,3;8,6;8,0;7,8;3;-2;59;32;0;1;4;27;27;-10,6;6;3;0;0;1;1;1;0;0,0;70;18;18;0;43;6;14;23;9;0;0;1;1;7;-23,3;3.952;636;636;0;2.852;101;1.605;1.146;464;0;0;50;414;0;n.d.;11;-47,6;3;3;2;4;2;1;1;3;3
Fasnia;38012;2.963;3.015;2.777;2.774;2.805;2.708;2.697;2.671;1.527;1.436;2.865;98;255;248;7;9,4;1,8;45;19,3;18,6;19,4;10,1;23,5;14,5;7;803;-1,4;374;1.989;1.136;712;136;68;1;4;68;13,6;13,3;11,4;29,4;3;0;12;3;0;0;0;3;9;0,0;1;1;0;0;0;0;0;0;-50,0;28;7;6;1;10;0;2;8;11;0;0;0;0;11;-35,8;2.914;611;550;61;1.715;0;180;1.535;588;0;0;0;588;0;n.d.;6;-64,7;0;2;0;3;1;0;0;1;1
Fatarella (La);43056;1.089;1.111;1.130;1.128;1.139;1.170;1.160;1.180;548;541;1.035;54;-81;-76;-5;-6,9;-1,4;56;8,7;7,2;9,7;1,4;7,9;11,9;3;484;-1,5;180;922;479;304;139;39;0;3;97;15,4;18,9;10,9;13,9;2;0;36;20;1;0;6;13;16;11,4;3;1;0;0;1;0;1;0;0,0;24;10;8;2;8;0;3;5;6;0;0;0;0;6;-19,4;3.539;363;208;155;3.027;0;1.465;1.562;149;0;0;0;149;0;n.d.;6;-25,0;12;2;1;2;1;0;1;5;1
Faura;46122;3.602;3.648;3.578;3.535;3.420;3.183;3.127;2.959;1.821;1.781;3.259;343;419;243;176;13,2;2,5;2;12,8;11,0;14,2;11,7;14,3;9,7;7;1.010;-7,5;589;2.646;1.747;373;530;192;0;8;326;14,7;20,0;-3,4;13,1;4;0;33;10;2;0;2;6;23;-10,0;7;6;0;0;0;0;1;0;-20,0;38;13;10;3;15;4;3;8;10;0;0;0;4;6;-32,4;3.168;2.256;294;1.962;699;155;143;401;213;0;0;0;213;0;n.d.;5;-68,8;1;3;2;4;1;0;0;2;2
Favara;46123;2.456;2.411;2.373;2.265;2.118;2.048;1.965;1.903;1.230;1.226;2.292;164;408;332;76;19,9;3,7;9;14,5;13,3;16,3;7,9;15,6;15,1;4;441;-26,7;229;1.613;1.034;208;383;151;0;23;197;8,4;10,2;8,9;3,3;2;0;32;15;1;3;6;5;17;16,7;8;3;0;0;3;0;1;1;-33,3;19;8;8;0;7;1;2;4;4;0;0;0;2;2;-34,5;632;363;363;0;242;25;70;147;27;0;0;0;27;0;n.d.;8;-61,9;2;2;3;1;2;3;0;2;2
Felanitx;07022;18.388;18.482;18.225;18.270;17.969;17.443;16.948;16.566;9.347;9.041;13.933;4.455;945;-324;1.269;5,4;1,1;170;10,6;12,2;8,5;8,4;11,7;9,7;44;10.491;16,5;6.162;18.477;11.888;2.865;3.732;1.487;34;36;2.167;6,0;6,1;5,5;6,0;17;-1;426;126;7;25;24;70;300;-17,5;35;19;4;1;3;1;6;1;-20,4;264;46;39;7;203;27;63;113;15;0;1;1;4;9;-24,2;27.877;1.503;755;748;17.616;1.196;8.787;7.633;8.758;0;4.783;170;3.805;0;n.d.;116;-22,8;18;22;16;27;35;115;152;20;25
Ferreries;07023;4.670;4.717;4.620;4.669;4.617;4.563;4.476;4.416;2.374;2.296;4.395;275;107;146;-39;2,3;0,5;66;3,9;3,8;3,8;4,2;4,5;2,4;10;1.683;-6,9;1.028;3.433;2.354;618;465;222;4;2;233;4,3;4,3;-0,2;11,1;5;0;124;50;2;0;7;41;74;0,7;9;6;1;0;1;0;1;0;-10,0;83;30;27;3;45;12;9;24;8;0;0;0;0;8;-26,9;14.968;1.222;558;664;12.386;515;6.149;5.722;1.360;0;0;0;1.360;0;n.d.;21;-48,8;5;5;3;7;6;19;25;4;6
Figaró-Montmany;08134;1.103;1.112;1.083;1.057;1.045;1.009;1.019;1.020;558;545;961;142;94;78;16;9,3;1,8;15;12,6;11,4;13,7;8,3;12,9;14,5;2;457;-4,3;239;778;483;153;143;91;0;3;48;5,9;9,5;-3,2;4,4;1;0;27;7;0;0;2;5;20;-18,9;3;1;1;0;1;0;0;0;0,0;6;2;2;0;3;1;0;2;1;0;0;0;0;1;-54,0;526;69;69;0;419;104;0;315;38;0;0;0;38;0;n.d.;3;-50,0;1;1;1;0;1;0;0;1;2
Figueres;17066;45.262;44.765;44.255;43.330;42.809;41.115;39.641;38.884;22.529;22.733;31.352;13.910;4.147;-136;4.283;10,1;1,9;19;13,9;15,2;12,7;7,5;15,4;14,5;101;18.756;7,9;9.646;31.567;21.435;5.044;5.173;2.892;19;160;2.017;2,9;2,7;0,2;6,5;41;-13;765;170;2;11;61;96;595;3,9;204;57;11;17;54;6;43;16;-23,4;1.080;252;234;18;746;198;184;364;82;1;1;5;31;44;-21,5;152.147;31.632;8.509;23.123;96.187;17.232;35.400;43.555;24.328;4.000;10.000;3.706;6.622;1;8.486;287;-10,6;46;123;119;126;76;39;42;79;87
Fines;04044;2.260;2.371;2.434;2.378;2.220;2.190;2.106;2.032;1.177;1.083;1.844;416;70;50;20;3,2;0,6;23;20,7;18,7;20,6;10,3;22,5;23,2;5;511;-12,4;283;1.941;1.120;441;374;118;11;26;225;6,9;8,9;0,9;8,3;2;0;62;49;1;36;5;7;13;-21,2;10;2;0;1;0;3;4;0;0,0;36;14;13;1;20;1;9;10;2;0;0;0;0;2;-31,4;2.547;975;636;339;1.510;22;461;1.027;62;0;0;0;62;0;n.d.;6;-62,5;11;4;6;2;2;0;0;5;7
Finestrat;03069;6.932;6.807;6.386;6.137;5.844;4.945;4.172;3.797;3.578;3.354;3.479;3.453;1.987;661;1.326;40,2;7,0;42;8,5;7,8;9,3;5,1;9,0;8,7;15;2.598;8,2;1.398;4.479;2.603;838;999;528;36;5;469;25,9;25,6;16,6;35,3;6;0;163;44;2;3;13;26;119;-19,9;54;22;4;4;9;1;12;2;-19,4;207;31;25;6;149;48;41;60;27;0;2;3;2;20;-12,4;73.124;4.269;198;4.071;47.608;14.648;17.093;15.867;21.247;0;13.000;4.846;3.401;0;n.d.;71;-12,9;7;47;32;59;12;35;35;17;18
Fiñana;04045;2.367;2.387;2.432;2.424;2.451;2.426;2.422;2.442;1.191;1.176;2.210;157;-59;-128;69;-2,4;-0,5;134;16,0;20,3;11,3;13,2;19,2;12,8;5;546;-9,6;232;1.849;1.035;345;464;127;2;8;332;14,6;18,0;7,1;13,3;2;0;27;16;1;2;4;9;11;-18,2;3;2;0;0;0;0;1;0;0,0;25;12;10;2;9;1;3;5;4;0;0;0;1;3;-48,1;1.467;548;67;481;698;15;247;436;221;0;0;0;221;0;n.d.;8;-46,7;8;2;1;3;2;1;1;4;2
